/media/trung/nvme0n1p4//dataset_ASR/tts/tts_lines_part_06_line_00000.wav
tts_lines_part_06_line_00018.wav(129.7872340425532%)|yêu người ta thương người ta mà lại để tú anh về hỏi người ta|nhiều người ta thì người ta mà lại để tú anh về hỏi người ta 
tts_lines_part_15_line_01681.wav(22.972972972972975%)|để chúng tôi xin chụp riêng ngài một cái rồi lại chụp cái nữa trong có ngài ngồi với người nhà|để chúng tôi xin chụp riêng ngài một cái rồi lại chụp cái nữa trong có ngài nói với người nhà 
tts_lines_part_15_line_01683.wav(111.42857142857143%)|ông đặc phái viên bất tuyệt hấp tấp cũng nói|ông đã phái viên bất tuyệt hấp tấp cũng nói 
tts_lines_part_15_line_01685.wav(93.10344827586206%)|tôi mới kịp báo cho đông phương thôi|tôi mới kỳ báo cho đông phương thôi 
tts_lines_part_15_line_01696.wav(112.90322580645163%)|xin ngài ngồi ngay ngắn lên để chụp ảnh|xin lại ngồi ngay ngắn lên để chụp ảnh 
tts_lines_part_15_line_01706.wav(125.86206896551724%)|ngồi trước máy ảnh phúc điềm nhiên chỉ cứ để nguyên cái áo trắng dài thôi|mỗi chiếc máy ảnh phúc điềm nhiên chỉ cứ để nguyên cái áo trắng dài thôi 
tts_lines_part_15_line_01712.wav(30.555555555555557%)|anh nghĩ thầm thế này đừng coi thường cái thằng lạc đạo vong bần chỉ mặc có cái áo trắng dài|anh nghĩ thầm thế này đừng coi thường cái thằng lạc đạo vong bần chỉ mà có cái áo trắng dài 
tts_lines_part_15_line_01715.wav(112.26415094339623%)|mồi thuốc magnésium bén lửa cháy bùng một cái làm cho cả căn nhà sáng lòa một ánh sáng điện quang nó tắt ngay và để lại một ít khói xanh     |mồi thuốc mắt nghe gì âm bén lửa cháy bùng một cái làm cho cả căn nhà sáng lòa một ánh sáng điện quang nó tắt ngay và để lại một ít khói xanh
tts_lines_part_15_line_01716.wav(36.84210526315789%)|bà mẹ giật mình ngơ ngác |bà mẹ giật mình nương gác
tts_lines_part_15_line_01727.wav(85.71428571428571%)|phúc gắt |phú khách
tts_lines_part_15_line_01733.wav(86.66666666666667%)|thôi ngồi xuống đi|thôi mới xuống đi 
tts_lines_part_15_line_01734.wav(110.16949152542372%)|anh ta phải giục vợ và em ngồi chụp ảnh là vì sợ hai người này nhỡ ra cãi lại việc chỉ trích của anh nó tuy là bịa đặt nhưng nó chỉ có danh giá thêm mà thôi|anh ta phải giục vợ và em mới chụp ảnh là vì sợ hai người này nhỡ ra cãi lại việc chỉ trích của anh nó tuy là bịa đặt nhưng nó chỉ có danh giá thêm mà thôi 
tts_lines_part_15_line_01742.wav(77.14285714285715%)|thưa ngài thế thì ngài dùng số tiền ấy làm gì|thưa ngài thế thì lại dùng số tiền ấy làm gì 
tts_lines_part_15_line_01747.wav(82.5%)|chúng tôi cần phải biết có số tiền ngài định bỏ vào những việc xã hội những việc từ thiện là bao nhiêu|chúng tôi cần phải biết có số tiền này định bỏ vào những việc xã hội những việc từ thiện là bao nhiêu 
tts_lines_part_15_line_01757.wav(44.18604651162791%)|có lẽ tôi sẽ dùng cả số tiền mười vạn ấy để làm cái việc bồi bổ và truyền bá quốc văn nghĩa là lập nhà in và mở báo|có lẽ tôi sẽ dùng cả số tiền mười vạn ấy để làm cái việc bồi bổ và truyền bá của văn nghĩa là lập nhà in và mở báo 
tts_lines_part_15_line_01760.wav(105.71428571428572%)|nhỡ sa cơ thì rồng cũng như giun xem chiều hèn thì thênh thênh vẫy tay ra nhạt như nước ốc|nhỡ sa cơ thể giống cũng như run em chiều hèn thì thênh thênh vẫy tay ra nhạt như nước ốc 
tts_lines_part_15_line_01765.wav(129.16666666666669%)|giàu trên non lắm kẻ đi tìm không ép dầu nài thương mà sạo sục|dầu trên non lắm kẻ đi tìm không ép dầu nài thương mà sạo sục 
tts_lines_part_15_line_01766.wav(26.31578947368421%)|cánh cửa bị đẩy toang ra|cánh cửa bị đẩy toàn ra 
tts_lines_part_15_line_01769.wav(125.0%)|quan chánh cẩm phái lại gác đấy chứ không mất tiền thuê|còn chánh cẩm phái lại gác đấy chứ không mất tiền thuê 
tts_lines_part_15_line_01774.wav(100.0%)|v |và
tts_lines_part_15_line_01788.wav(79.51807228915662%)|cả nhà nài ép mãi anh chỉ lắc đầu kêu không ngon rồi anh bỏ tấm vé số vào túi định bụng lên cất trên tủ riêng|cả nhà nài ép mãi anh chỉ lắc đầu kêu con mon rồi anh bỏ tấm vé số vào túi định bụng lên cất trên tủ riêng   
tts_lines_part_15_line_01791.wav(22.727272727272727%)|nhưng anh biết trước rằng đêm nay anh sẽ không ngủ được|nhưng anh biết chiếc giảm đến nay anh sẽ không ngủ được
tts_lines_part_15_line_01805.wav(20.192307692307693%)|tuy chiếc xe hơi không phải là một mớ rau thật đấy nhưng bây giờ vợ chồng nhà chị đã thế rồi thì nói đến tậu là còn tỏ ý coi cái ô tô là to  |tuy chiếc xe hơi không phải là một mớ rau thật đấy nhưng bây giờ vợ chồng nhà chị đã thế rồi thì nói đến tậu là còn tỏ như coi cái ô tô là to
tts_lines_part_15_line_01817.wav(124.13793103448276%)|phúc chỉ cười hoài nghi thì tấn tiếp |không chỉ cười hoài nghi thì tấn tiếp
tts_lines_part_15_line_01835.wav(98.21428571428571%)|lúc ấy bốn người còn đương lửng thững đi trên thềm tòa nhà đồ sộ trong đó có chứa nhiều tiền bạc nhất trong nước nam tức là nhà băng đông dương |lúc ấy bốn người còn đương lửng thường đi trên thềm tòa nhà đồ sộ trong đó có chứa nhiều tiền bạc nhất trong nước nam tức là nhà băng đông dương
tts_lines_part_15_line_01842.wav(115.17241379310346%)|trông tới cái vườn hoa paul bert trước mặt anh thấy cái hứng thú ghê gớm lại ra ngồi đó một lát để nhớ lại những lúc êm đềm mà anh đã sống cái đời hàn sĩ lạc đạo vong bần rất quý hóa của anh|trông tới cái vườn hoa con bước trước mặt anh thấy cái hứng thú ghê gớm lại ra ngồi đó một lát để nhớ lại những lúc êm đềm mà anh đã sống cái đời hàn sĩ lạc đạo vong bần rất quý hóa của anh 
tts_lines_part_15_line_01846.wav(140.0%)|ối chà |tôi trả
tts_lines_part_15_line_01847.wav(41.66666666666667%)|chẳng biết gì cả ta hãy cứ ra vườn hoa đây ngồi chơi một lát đã|chẳng biết gì cả ta hãy cứ ra vườn hoa đây mỗi chơi một lát đã 
tts_lines_part_15_line_01848.wav(39.682539682539684%)|vợ anh nhìn trộm anh để yên trí rằng anh vẫn còn gàn tuy rằng chị không dám nói ra|vợ anh nhìn trộm anh để yên trí rằng anh vẫn còn gàn tuy giá trị không dám nói ra 
tts_lines_part_15_line_01866.wav(123.80952380952381%)|quái cho cái thằng cha này|và cho cái thằng trai này 
tts_lines_part_15_line_01869.wav(79.76878612716763%)|sung sướng tấn cũng cười ngây thơ không biết rằng lúc ấy bố và vợ bạn đều lấm lét nhìn trộm mình để cho mình là một đứa nguy hiểm và có lẽ để đương dự thảo một chương trình phức tạp và khôn khéo mà mục đích là tẩy mình đi nữa|sung sướng tấn cũng cười ngây thơ không biết rằng lúc ấy bố và vợ bạn đều lấm lét nhìn cho mình để cho mình là một đứa nguy hiểm và có lẽ để đương dự thảo một chương trình phức tạp và khôn khéo mà mục đích là tẩy mình đi nữa 
tts_lines_part_15_line_01874.wav(102.32558139534885%)|bốn người ngồi xuống một cái ghế xi măng trước nhà kèn|bốn người mới xuống một cái ghế xi măng trước nhà kèn 
tts_lines_part_15_line_01885.wav(25.0%)|cho nên ta nguyện cố gắng được chút nào thì hay chút ấy chẳng dám hứa gì|cho nên ta nguyện cố gắng được chút nào thì hay chút ấy cảm giả hứa gì  
tts_lines_part_15_line_01887.wav(37.5%)|có lẽ cái số anh phu lục lộ đến lúc khá cho nên nhằm vào giữa lúc ân nhân của anh vừa có những tư tưởng hiếm có ấy vì cái nhớ ơn tạo vật mà thấy nảy trong hồn cả cái thi vị lôi thôi nó như xúi giục người ta muốn tốt muốn làm việc thiện ấy thì anh vác chổi chạy tới|có lẽ cái số anh phu lục lộ đến lúc khá cho nên nhằm vào giữa lúc ân nhân của anh vừa có những tư tưởng hiếm có ấy vì cái nhớ ơn tạo vật mà thấy nảy trong hồn cả cái thi vị lôi thôi nó như sử dụng người ta muốn tốt muốn làm việc thiện ấy thì anh vác chổi chạy tới 
tts_lines_part_14_line_00010.wav(111.53846153846155%)|tôi có óc bình dân tôi rất ao ước có một người em rể bình dân như anh|tôi có bình dân tôi rất ao ước có một người em rể bình dân như anh   
tts_lines_part_14_line_00013.wav(64.70588235294117%)|thôi con chả dám nhận |thôi con trả giảm nhận
tts_lines_part_14_line_00025.wav(150.0%)|ôi |tôi
tts_lines_part_14_line_00026.wav(114.28571428571428%)|thể thao|kệ tao  
tts_lines_part_14_line_00032.wav(23.52941176470588%)|bọn người kia cũng đã khó chịu về thái độ ấy  |bọn người kia cũng đã khó chịu về thay đổi ánh
tts_lines_part_14_line_00035.wav(117.3913043478261%)|một nhà trí thức vội vàng sủa một tràng tiếng tây vào mặt xuân làm cho nó bĩu môi mà rằng  |một nhà chính thức vội vàng sủa một tràng tiếng tây vào mặt xuân làm cho nó bĩu môi mà rằng
tts_lines_part_14_line_00042.wav(33.33333333333333%)|cảm tạ ngài|cảm tạ này 
tts_lines_part_14_line_00046.wav(89.90825688073394%)|chắc rồi đức kim thượng sẽ được thỏa ý nếu ngài đánh đổ mấy cây quần vợt quán quân của trung kỳ nam kỳ rồi đại biểu cho ðông dương để đi xiêm|chắc rồi đức kim thượng sẽ được thải nếu này đánh đổ mấy cây quần vợt quán quân của trung kỳ nam kỳ rồi đại biểu cho đông dương để đi xiêm   
tts_lines_part_14_line_00055.wav(114.4736842105263%)|tự nhiên nó quá đứng đắn rất có ý tứ lại có bộ mặt khinh người của bậc thượng lưu nhân vật cẩn thận|tự nhiên nó có đứng đắn rất có ý tứ lại có bộ mặt khinh người của bậc thượng lưu nhân vật cẩn thận 
tts_lines_part_14_line_00066.wav(105.40540540540539%)|một thầy giở sổ và bút chì định biên phạt và nói|một thầy ra sổ và bút chì định biên phạt và nói 
tts_lines_part_14_line_00077.wav(66.66666666666666%)|me sừ min ðơ|ba sự minđơ 
tts_lines_part_14_line_00080.wav(58.4%)|me sừ min toa cảnh binh hạng năm giải nhất vòng quanh hà nội nam ðịnh cúp bay landry cúp mélia jaune một vẻ vang của sở cẩm hà nội một cái hy vọng của ðông dương|me sừ min toa cảnh binh hạng năm giải nhất vòng quanh hà nội nam định cúp bay lan vì cúp mê ni a don t vẻ vang của sở cẩm hà nội một cái hy vọng của đông dương  
tts_lines_part_14_line_00085.wav(87.09677419354838%)|chúng tôi cóc cần những tay cua rơ khác|chúng tôi có cần những tay cua rơ thác 
tts_lines_part_14_line_00086.wav(43.529411764705884%)|chúng tôi có mười tám phố để cưỡi xe đạp suốt ngày đêm thì dẫu chăm tập như bổng cổng chúng tôi cũng măng phú  |chúng tôi có mười tám phố để cưỡi xe đạp suốt ngày đêm thì dẫu trăm đập như bà ông cổng chúng tôi cũng măng phú
tts_lines_part_14_line_00093.wav(26.666666666666668%)|xuân gật gù mà rằng|xuân gần hồ mà rằng
tts_lines_part_14_line_00105.wav(100.0%)|hai thầy cảnh sát ngẩn người ra nhìn nhau không hiểu kẻ kia nói vậy có là nói đúng luật không|hai thầy cảnh sát và người ra nhìn nhau không hiểu kẻ kia nói vậy có là nói đúng luật không  
tts_lines_part_14_line_00108.wav(106.66666666666667%)|ai nỡ phạt nhau thế |ai nữa phạt nhau thế
tts_lines_part_14_line_00113.wav(44.827586206896555%)|chúng tôi là cảnh binh thì cốt phạt chứ không cốt đúng luật hay trái luật|chúng tôi là cảnh binh thì cốt phạt chứ không có đúng luật hay trái luật 
tts_lines_part_14_line_00121.wav(120.83333333333333%)|cúp sa majesté hà nội tourane|quốc sa ma ga hà nội tu lên  
tts_lines_part_14_line_00123.wav(87.8048780487805%)|phạt nhau thì hoá thù vậy kết bạn với nhau hơn là thù |phạt nhau thì hóa thuộc về kết bạn với nhau hơn là thù
tts_lines_part_14_line_00129.wav(121.42857142857142%)|xuân tóc ðỏ lè nhè|xin tốc độ là nhà 
tts_lines_part_14_line_00130.wav(70.0%)|các ngài ấy à|cách này ở   
tts_lines_part_14_line_00134.wav(123.88059701492537%)|chương mười bảy người vị hôn phu một vụ cưỡng bức cuộc điều tra của nhà chuyên trách|trên mười bảy người vị hôn phu một vụ cưỡng bức cuộc điều tra của nhà chuyên trách  
tts_lines_part_14_line_00139.wav(57.89473684210527%)|em sung sướng quá đi mất   |em sung sướng cả hai đi mất
tts_lines_part_14_line_00143.wav(150.0%)|tự tử |hai tư
tts_lines_part_14_line_00144.wav(115.15151515151516%)|trông chừng lấy được nhau đến nơi mà tự tử |trong trường lấy được nhau đến nơi mà từ từ
tts_lines_part_14_line_00160.wav(100.0%)|xuân hỏi|xin hỏi 
tts_lines_part_14_line_00161.wav(100.0%)|tuyết ơi|biết rồi
tts_lines_part_14_line_00170.wav(175.0%)|ừ nhỉ  |tài nhì
tts_lines_part_14_line_00172.wav(91.52542372881356%)|nếu chúng ta sung sướng âý cũng chỉ vì đôi vú cao su của cuộc cải cách xã hội |nếu chúng ta sung sướng anh cũng chỉ vì đôi vú cao su của cuộc cải cách xã hội
tts_lines_part_14_line_00174.wav(112.5%)|tuyết reo|biết sao 
tts_lines_part_14_line_00175.wav(154.54545454545453%)|âu hoá vạn tuế   |tôi hỏi bạn tuyển
tts_lines_part_14_line_00181.wav(133.33333333333331%)|dám chắc hắn chỉ muốn gây sự với em mà thôi |giám chắc hắn chỉ muốn gây sự với em mà thôi
